timestamp,value,demand,rarity,last_change,stability
2026-07-11T13:21:38Z,115,1,2,-2,Stable
2026-07-11T19:38:51Z,115,1,2,-2,Stable
2026-07-11T20:12:54Z,115,1,2,-2,Stable
2026-07-11T21:00:00Z,115,1,2,-2,Stable
2026-07-12T06:00:00Z,115,1,2,-2,Stable
