timestamp,value,demand,rarity,last_change,stability
2026-07-11T13:21:38Z,3375,6,4,25,Stable
2026-07-11T19:38:51Z,3375,6,4,25,Stable
2026-07-11T20:12:54Z,3375,6,4,25,Stable
2026-07-11T21:00:00Z,3375,6,4,25,Stable
2026-07-12T06:00:00Z,3375,6,4,25,Stable
