timestamp,value,demand,rarity,last_change,stability
2026-07-11T13:21:38Z,65,3,4,5,Stable
2026-07-11T13:21:38Z,2,2,4,1,Stable
2026-07-11T13:21:38Z,0.015,1,1,0,Stable
2026-07-11T13:21:38Z,0.15,2,2,0,Stable
