timestamp,value,demand,rarity,last_change,stability
2026-07-13T09:00:00Z,22,2,3,2,Stable
2026-07-13T12:00:00Z,22,2,3,2,Stable
2026-07-13T15:00:00Z,22,2,3,2,Stable
